tree,first_word,first_onset,last_word,last_offset
你知道给我的小羊一个嘴套子,你,456.1,口套,458.64
我要对我的花负责的呀,我,459.29,呀,460.67
我从口袋中拿出我的画稿,我,461.9,画稿,463.7
小王子瞅见了笑着说你画的猴面包树有点儿像白菜,小王子,464.45,白菜,469.15
啊我还为我画的猴面包树感到骄傲呢,啊,469.66,呢,473.03
你画的狐狸它那双耳朵有点像犄角而且又太长了,你,473.63,了,479.71
这时他又笑了,这时,480.71,了,482.52
小家伙你太不公正了我说,小家伙,483.27,说,486.23
我过去只会画开着肚皮和闭着肚皮的巨蟒,我,486.88,巨蟒,490.65
啊这就行了他说,啊,491.41,说,493.95
孩子们认得出来,孩子们,494.5,出来,495.96
我就用铅笔勾画了一个嘴套,我,497.03,口套,499.11
当我把它递给小王子时我心里很难受,当,499.91,难受,502.76
你的打算我一点也不知道我说,你,503.87,说,507.39
但是他不回答我,但是,508.15,我,509.62
他对我说你知道我落在地球上到明天就一周年了,他,510.15,了,515.83
接着沉默了一会儿他又说道我就落在这附近,接着,516.97,附近,522.02
此时他的面颊绯红,此时,522.95,绯红,524.84
我不知为什么又感到一阵莫名其妙的心酸,我,525.64,心酸,529.04
这时我产生了一个问题一星期以前我认识你的那天早上你单独一个人在这旷无人烟的地方走着,这时,530.23,着,538.71
这么说这并不是偶然的了,这么,539.93,了,542.03
你是要回到你降落的地方去是吗,你,542.95,吗,544.93
小王子的脸又红了,小王子,545.37,了,547.05
我犹豫不定地又说了一句可能是因为周年纪念吧,我,548.07,吧,551.95
小王子脸又红了,小王子,552.8,了,554.93
他从来也不回答这些问题但是脸红就等于说是的是吧,他,555.38,吧,561.5
啊我对他说,啊,562.66,说,564.6
我有点怕,我,565.68,怕,566.35
但他却回答我说你现在该工作了,但,567.29,了,570.7
你应该回到你的机器那里去,你,571.27,去,572.94
我在这里等你,我,573.46,你,574.25
你明天晚上再来,你,574.91,来,575.82
但是我放心不下,但是,577.01,下,578.92
我想起了狐狸的话,我,579.97,话,581.05
如果被人驯服了就可能会要哭的,如果,582.07,的,585.19
在井旁边有一堵残缺的石墙,在,0.82,石墙,3.16
第二天晚上我工作回来的时候我远远地看见了小王子耷拉着双腿坐在墙上,第二,4.0,上,9.7
我听见他在说话,我,10.23,说话,11.42
你怎么不记得了呢,你,12.34,呢,13.5
绝不是在这儿,绝,14.29,这儿,15.11
大概还有另一个声音在回答他因为他答着腔说道没错没错,大概,16.14,没错,21.54
日子是对的但地点不是这里,日子,22.09,这里,25.41
我继续朝墙走去,我,26.59,去,27.72
我还是看不到也听不见任何别人,我,28.25,别人,31.17
可是小王子又回答道那当然你会在沙上看到我的脚印是从什么地方开始的,可是,32.1,的,38.33
你在那里等着我就行了,你,38.84,了,40.08
今天夜里我去那里,今天,40.68,那里,42.28
我离墙约有二十米远可我依然什么也没有看见,我,42.9,看见,46.57
小王子沉默了一会儿又说你的毒液管用吗,小王子,47.26,吗,50.83
你保证不会使我长时间地痛苦吗,你,51.39,吗,53.98
我焦虑地赶上前去但我仍然不明白是怎么回事,我,54.39,事,58.59
现在你去吧小王子说,现在,59.45,说,62.33
我要下来了,我,63.13,了,63.66
于是我也朝墙角下看去,于是,64.66,去,67.02
我吓了一跳,我,67.66,跳,68.31
就在那里一条黄蛇直起身子冲着小王子,就,69.06,小王子,72.42
这种黄蛇半分钟就能结果你的性命,这,73.14,性命,75.84
我一面赶紧掏口袋拔出手枪一面跑过去,我,76.47,过去,79.71
可是一听到我的脚步声蛇却像一股干涸了的水柱一样慢慢钻进沙里去,可是,80.54,去,85.99
它不慌不忙地在石头的缝隙中钻动着发出轻轻的金属般的响声,它,86.76,响声,91.55
我到达墙边的时候正好把我的这位小王子接在我的怀抱中,我,92.57,中,96.66
他的脸色雪一样惨白,他,97.33,惨白,99.31
这是搞的什么名堂我埋怨道,这,99.93,道,102.5
你怎么竟然和蛇也谈起心来了,你,103.1,了,104.92
我解开了他一直戴着的金黄色的围脖,我,106.15,围巾,108.72
我用水浸湿了他的太阳穴,我,109.38,太阳穴,111.27
让他喝了点儿水,让,111.74,水,112.57
这时我什么也不敢再问他,这时,113.47,他,115.81
他严肃地看着我,他,116.49,我,117.41
用双臂搂着我的脖子,用,118.07,脖子,119.64
我感到他的心就像一只被枪弹击中而濒于死亡的鸟的心脏一样在跳动着,我,120.31,着,125.91
他对我说我很高兴你找到了你的机器所缺少的东西,他,126.93,东西,132.11
你不久就可以回家去了,你,132.91,了,134.91
你怎么知道的,你,135.7,的,136.42
我正是来告诉他在没有任何希望的情况下我成功地完成了修理工作,我,137.6,工作,142.9
他不回答我的问题却接着说道我也一样今天要回家去了,他,143.67,了,150.91
然后他忧伤地说我回家要远得多要难得多,然后,151.92,多,158.24
我清楚地感到发生了某种不寻常的事儿,我,159.51,事,162.48
我把他当作小孩儿一样紧紧抱在怀里可是我感觉到他径直地向着一个无底深渊沉陷下去,我,163.4,下去,170.28
我想法拉住他却怎么也办不到,我,170.73,到,173.36
他的眼神很严肃望着遥远的地方,他,174.38,地方,177.91
我有你画的羊羊的箱子和羊的嘴套子,我,179.05,口套,184.11
他带着忧伤的神情微笑了,他,185.28,了,187.77
我等了很长时间才觉得他身子渐渐暖和起来,我,189.28,起来,192.54
小家伙我对他说,小家伙,193.34,说,195.34
你受惊了,你,195.98,了,196.7
他害怕了,他,197.71,了,198.41
这是无疑的,这,198.94,的,199.65
他却温柔地笑着说今天晚上我会怕得更厉害,他,200.5,厉害,205.47
我再度意识到要发生一件不可弥补的事,我,206.63,事,209.22
我觉得我的心一下子就凉了,我,210.14,了,212.64
这时我才明白一想到再也不能听到这笑声我就不能忍受,这时,213.78,忍受,219.32
这笑声对我来说就好像是沙漠中的甘泉一样,这,220.19,一样,224.87
小家伙我说,小家伙,226.16,说,227.85
我还想听你笑,我,228.92,笑,229.96
但他对我说到今天夜里正好是一年了,但,231.05,了,235.63
我的星球将正好处于我去年降落的那个地方的上空,我,236.44,上空,240.6
小家伙这蛇的事儿约会的事儿还有星星这全是一场恶梦吧,小家伙,242.14,吧,249.03
但他并不回答我的问题,但,250.38,问题,251.72
他对我说重要的事儿是看不见的,他,252.63,的,256.76
当然,当然,257.92,当然,258.31
这就像花儿一样,这,259.44,一样,260.42
如果你爱上了一朵生长在一颗星星上的花那么夜间你看着天空就感到甜蜜愉快,如果,261.13,愉快,269.25
所有的星星上都好像开着花,所有,270.01,花,272.67
当然,当然,273.33,当然,273.67
这也就像水一样,这,274.67,一样,275.97
由于那辘轳和绳子的缘故你给我喝的井水好像音乐一样,由于,276.6,一样,281.73
你记得吗,你,282.3,吗,282.82
这水非常好喝,这,283.4,喝,284.92
当然,当然,285.54,当然,285.93
夜晚你抬头望着星星,夜晚,286.89,星星,289.07
我的那颗太小了我无法给你指出我的那颗星星是在哪里,我,289.83,哪里,294.88
这样倒更好你可以认为我的那颗星星就在这些星星之中,这样,295.82,中,301.14
那么所有的星星你都会喜欢看的,那么,301.6,的,304.73
这些星星都将成为你的朋友,这些,305.42,朋友,307.85
而且我还要给你一件礼物,而且,308.69,礼物,311.3
他又笑了,他,312.31,了,313.05
啊小家伙小家伙我喜欢听你这笑声,啊,313.45,笑声,317.3
这正好是我给你的礼物,这,317.99,礼物,320.14
这正好是,这,321.12,是,322.03
这就好像水那样,这,323.06,那样,324.37
你说的是什么,你,325.22,什么,326.04
人们都有星星但是它们在不同人眼里并不都一样他回答,人们,326.97,回答,332.94
对旅行的人来说星星是向导,对,333.97,向导,336.42
对别的人来说星星只是些小亮光,对,337.21,亮光,339.98
对另外一些学者来说星星就是他们探讨的学问,对,340.74,学问,344.72
对我所遇见的那个实业家来说星星是金钱,对,345.5,金钱,349.41
但是所有这些星星都不会说话,但是,349.9,说话,353.03
你呢你的那些星星将是任何人都不曾有过的,你,353.81,的,358.25
你说的是什么,你,359.29,什么,360.07
夜晚当你望着天空的时候既然我就住在其中一颗星星上既然我在其中一颗星星上笑着那么对你来说就好像所有的星星都在笑,夜晚,361.21,笑,373.95
那么你将看到的星星就是会笑的星星,那么,374.86,星星,378.52
这时他又笑了,这时,379.85,了,382.01
那么在你得到了安慰之后人们总是会自我安慰的你就会因为认识了我而感到高兴,那么,383.13,高兴,391.57
你将永远是我的朋友,你,392.38,朋友,393.81
你就会想要同我一起笑,你,394.77,笑,396.83
有时你会为了快乐而不知不觉地打开窗户,有时,397.64,窗户,401.19
你的朋友们会奇怪地看着你笑着仰望天空,你,401.87,天空,405.18
那时你就可以对他们说是的星星总是引我欢笑,那时,406.2,欢笑,411.44
他们会以为你发疯了,他们,412.28,了,413.57
我的恶作剧将使你难堪,我,414.48,难堪,416.78
这时他又笑了,这时,417.98,了,420.13
这就好像我并没有给你星星而是给你一大堆会笑出声来的小铃铛,这,420.58,铃铛,426.01
他仍然笑着,他,427.03,着,427.93
随后他变得严肃起来,随后,428.66,起来,430.65
今天夜里你知道不要来了,今天,431.89,了,436.02
我不离开你我说,我,437.07,说,438.98
我将会像是很痛苦的样子,我,440.15,样子,441.97
我有点儿像要死去似的,我,442.57,似的,444.25
就是这么回事儿,就,444.95,事,445.79
你就别来看这些了,你,446.43,了,447.69
没有必要,没有,448.36,必要,449.02
我不离开你,我,450.16,你,450.94
可是他担心起来,可是,452.16,起来,454.13
我对你说这些这也是因为蛇的缘故,我,455.22,缘故,458.08
别让它咬了你,别,458.78,你,459.86
蛇是很坏的,蛇,460.82,的,461.82
它随意咬人,它,462.32,人,463.35
我不离开你,我,464.4,你,465.48
这时他似乎有点儿放心了,这时,466.82,了,469.11
对了它咬第二口的时候就没有毒液了,对,469.67,了,473.17
这天夜里我没有看到他启程,这,474.61,启程,477.04
他不声不响地跑了,他,478.17,了,479.27
当我终于赶上他的时候他坚定地快步走着,当,480.3,着,483.1
他只是对我说道啊你在这儿,他,483.88,这儿,486.91
于是他拉着我的手,于是,488.08,手,489.11
但是他仍然很担心,但是,489.95,担心,491.12
你不该这样,你,492.39,这样,493.34
你会难受的,你,494.19,的,495.01
我会像是死去的样子,我,495.68,样子,497.21
但这不会是真的,但,497.87,的,499.65
我默默无言,我,500.9,默默,501.71
你明白路很远,你,502.8,远,504.49
我不能带着这付身躯走,我,505.06,走,506.53
它太重了,它,507.0,了,507.88
我依然沉默不语,我,509.22,沉默,510.42
但是这就好像剥落的旧树皮一样,但是,511.48,一样,513.88
旧树皮并没有什么可悲的,旧,514.31,的,516.51
我还是沉默不语,我,517.61,沉默,518.62
他有些泄气了但是他又振作起来,他,519.47,起来,522.27
这将是蛮好的,这,523.39,的,524.66
你知道我也一定会看星星的,你,525.21,的,527.43
所有的星星都将是带有生了锈的辘轳的井,所有,527.85,井,531.12
所有的星星都会倒水给我喝,所有,531.63,喝,533.95
我还是沉默不语,我,535.12,沉默,536.19
这将是多么好玩儿啊,这,537.24,啊,538.39
你将有五亿个铃铛,你,538.83,铃铛,540.1
我将有五亿口水井,我,540.5,水井,541.94
这时他也沉默了因为他在哭,这时,543.92,哭,548.64
就是这儿,就,550.02,这儿,550.57
让我自个儿走一步吧,让,551.28,吧,552.56
他这时坐下来因为他害怕了,他,553.66,了,556.22
他却仍然说道你知道我的花我是要对她负责的,他,557.01,的,561.94
而她又是那么弱小,而,562.62,弱小,564.37
她又是那么天真,她,565.3,天真,566.36
她只有四根微不足道的刺保护自己抵抗外敌,她,567.13,外敌,571.42
我也坐了下来因为我再也站立不住了,我,572.67,了,576.71
他说道就是这些全都说啦,他,577.83,啦,582.14
他犹豫了一下然后站起来,他,583.02,起来,585.37
他迈出了一步而我却动弹不得,他,586.13,动弹不得,589.22
在他的脚踝子骨附近一道黄光闪了一下,在,590.04,下,593.38
刹那间他一动也不动了,刹那,594.19,了,596.09
他没有叫喊,他,597.07,叫喊,597.9
他轻轻地像一棵树一样倒在地上,他,598.87,地上,601.81
大概由于沙地的缘故连一点响声都没有,大概,602.81,没有,606.13
到现在一点不错已经有六年了,到,608.81,了,612.27
我还从未讲过这个故事,我,613.6,故事,615.0
同伴们重新见到了我都为能看见我活着回来而高兴我却很悲伤,同伴们,615.77,悲伤,621.55
我告诉他们这是因为疲劳的缘故,我,622.51,缘故,625.47
现在我稍微得到了些安慰就是说还没有完全平静下来,现在,626.42,下来,632.01
可我知道他已经回到了他的星球上因为那天黎明我没有再见到他的身躯,可,633.0,身躯,639.82
他的身躯并不那么重,他,640.71,重,642.22
从此我就喜欢在夜间倾听着星星好像倾听着五亿个铃铛,从此,643.46,铃铛,648.87
可是现在却又发生了不寻常的事,可是,650.03,事,652.48
我给小王子画的羊嘴套上忘了画皮带,我,653.04,皮带,655.85
他再也不可能把它套在羊嘴上,他,656.61,上,658.95
于是我思忖着他的星球上发生了什么事儿呢,于是,659.98,呢,664.86
大概小羊把花儿吃掉了吧,大概,666.03,吧,668.5
有时我又对自己说绝对不会的小王子每天夜里都用玻璃罩子罩住他的花而且他会把羊看管好的,有时,670.05,的,678.44
我就非常高兴,我,679.24,高兴,680.16
这时所有的星星都在柔情地轻声笑着,这时,680.89,着,684.66
忽而我又对自己说人们有时总免不了会疏忽的,忽而,685.98,的,690.57
那就够呛,那,691.55,呛,692.18
某一天晚上他忘了玻璃罩子或者小羊夜里不声不响地跑出来,某,692.89,出来,698.11
想到这里小铃铛都变成泪珠了,想,698.55,了,702.06
这真是一个很大的奥秘,这,702.74,奥秘,704.08
对你们这些喜欢小王子的人来说就像对于我来说一样,对,705.08,一样,709.74
无论什么地方凡是某处如果一只羊尽管我们并不认识它吃了一朵玫瑰花或是没有吃掉一朵玫瑰花那么宇宙的面貌就全然不同,无论,710.64,不同,723.44
望着天空你们想一想是还是不是,望,724.45,是,728.82
羊究竟是吃了还是没有吃掉花,羊,729.74,花,732.64
那么你们就会看到一切都变了样,那么,733.7,样,735.89
任何一个大人将永远不会明白这个问题竟如此重要,任何,736.79,重要,740.65
对我来说这是世界上最美也是最凄凉的地方,对,742.14,地方,747.07
它与前一页画的是同一个地方,它,747.92,地方,750.01
我再一次将它画出来为的是让你们看清楚,我,750.96,清楚,754.92
就是在这里小王子出现在地球上后来也正是在这里消失了的,就是,755.55,的,762.5
请你们仔细看看这个地方以便你们有一天去非洲沙漠上旅行的时候能够准确地辨认出这个地方,请,763.78,地方,771.17
如果你们有机会经过这个地方请不要匆匆而过,如果,772.06,过,776.65
请你们就在那颗星星底下等一等,请,777.01,等,780.12
如果这时有个小孩子向你走来如果他笑着他有金黄色的头发如果当你问他问题时他不回答你们一定会猜得出他是谁,如果,781.35,谁,793.94
那就请你们帮个忙,那,794.82,忙,795.91
不要让我这么忧伤,不,796.67,忧伤,797.82
赶快写信告诉我他又回来了,赶快,798.63,了,801.06
