tree,first_word,last_word,first_onset,last_offset,duration
i took my sketches out of my pocket, i, pocket,458.129,460.223,2.094
the little prince saw them and laughed as he said your baobabs they look a bit like cabbages, the, cabbages,460.687,466.823,6.136
oh and i had been so proud of my baobabs, oh, baobabs,467.477,470.719,3.242
your fox his ears they look a bit like horns and they are too long, your, long,471.542,476.285,4.743
and then he laughed again, and, again,476.918,478.203,1.285
you are not being fair my little fellow, you, fellow,478.931,480.766,1.835
i do not know how to draw anything except boa constrictors closed and open, i, open,481.17,485.518,4.348
oh it will be ok he said, oh, said,486.441,488.34,1.899
children understand, children, understand,488.649,489.784,1.135
so i made a pencil sketch of a muzzle and i felt a pang in my heart as i gave it to him, so, him,490.881,496.344,5.463
you have plans that i do not know about, you, about,497.361,499.281,1.92
but he did not respond, but, respond,500.184,501.353,1.169
he said to me you know my descent to earth tomorrow will be its anniversary, he, anniversary,501.907,508.156,6.249
then after a silence he went on, then, on,509.358,511.343,1.985
i came down very near here, i, here,512.231,513.966,1.735
and he blushed, and, blushed,514.784,515.564,0.78
and once again without understanding why i felt a peculiar sense of sorrow one question occurred to me however, and, however,516.646,524.767,8.121
so it was not by chance that the morning i first met you a week ago, so, ago,525.58,529.869,4.289
you were out walking like that all alone a thousand miles from any inhabited region, you, region,530.298,535.556,5.258
you were going back to the place where you landed, you, landed,536.284,538.448,2.164
the little prince blushed again, the, again,539.546,541.2,1.654
and i added hesitantly perhaps because of the anniversary, and, anniversary,541.749,545.921,4.172
the little prince blushed once more, the, more,547.218,549.188,1.97
he never answered questions but when you blush that means yes, he, yes,549.752,553.96,4.208
does not it, does, it,553.96,554.509,0.549
oh i said to him, oh, him,555.566,556.921,1.355
i am worried, i, worried,557.385,558.08,0.695
but he responded now you must work, but, work,558.524,561.211,2.687
you must go back to your engine, you, engine,561.83,563.365,1.535
i will wait for you here, i, here,563.808,564.978,1.17
come back tomorrow evening, come, evening,565.382,566.722,1.34
but i was not reassured, but, reassured,567.71,568.994,1.284
i remembered the fox, i, fox,569.653,570.977,1.324
you run the risk of weeping a little if you allow yourself to be tamed, you, tamed,571.65,575.724,4.074
there was next to the well the ruin of an old stone wall, there, wall,0.39,4.554,4.164
when i came back from my work the next evening i saw from a distance my little prince sitting on top of it, when, it,5.462,11.699,6.237
his feet hanging down, his, down,12.023,13.418,1.395
and i heard him say do not you remember, and, remember,14.061,16.555,2.494
then this is not the exact spot, then, spot,16.555,18.968,2.413
another voice must have answered him because he replied yes yes it is the right day but this is not the right place, another, place,19.721,27.177,7.456
i continued my walk toward the wall, i, wall,28.409,30.389,1.98
i still did not see or hear anyone yet, i, yet,30.983,33.648,2.665
the little prince replied again that is right, the, right,33.648,36.584,2.936
you will see where my tracks begin in the sand, you, sand,36.928,39.073,2.145
you just have to wait there for me, you, me,39.472,41.256,1.784
i will be there tonight, i, tonight,41.59,42.675,1.085
i was twenty meters from the wall and i still saw nothing, i, nothing,43.703,47.212,3.509
the little prince spoke again after a pause, the, pause,48.005,50.344,2.339
do you have good poison, do, poison,51.037,52.412,1.375
are you sure you will not make me suffer too long, are, long,53.115,55.44,2.325
i froze, i, froze,56.347,57.047,0.7
my heart skipped a beat but i still did not understand, my, understand,57.591,61.268,3.677
now go away he said, now, said,62.266,64,1.734
i want to come down from here, i, here,64.469,65.844,1.375
i then lowered my eyes to the foot of the wall and i leapt up, i, up,67.021,70.939,3.918
right there facing the little prince was one of those yellow snakes that can kill you in thirty seconds flat, right, flat,71.403,78.311,6.908
even as i dug around in my pocket to take out my revolver i made a running step back, even, back,78.945,84.776,5.831
but at the noise i made the snake let himself flow easily across the sand like the dying spray of a fountain and in no apparent hurry slipped between the stones with a light metallic sound, but, sound,85.55,98.268,12.718
i reached the wall just in time to catch my little fellow in my arms who was white as snow, i, snow,99.136,104.504,5.368
what is going on here, what, here,105.297,106.197,0.9
why are you talking with snakes, why, snakes,106.397,108.181,1.784
i had loosened the golden muffler that he always wore, i, wore,109.149,111.863,2.714
i had moistened his temples and had him drink, i, drink,112.337,114.762,2.425
and now i did not dare ask him anything more, and, more,115.151,118.099,2.948
he looked at me gravely and put his arms around my neck, he, neck,118.932,121.871,2.939
i felt his heart beat like the heart of a dying bird when shot with a rifle, i, rifle,122.43,126.873,4.443
he said to me i am glad that you have found what was wrong with your engine, he, engine,127.487,131.27,3.783
now you will be able to go back home, now, home,131.738,133.448,1.71
how did you know, how, know,134.121,134.841,0.72
i was just coming to tell him that against all odds my work had been successful, i, successful,135.56,140.033,4.473
he made no answer to my question but he added i am also going back home today, he, today,140.866,146.098,5.232
then he said sadly it is a lot further, then, further,146.916,149.754,2.838
it is much more difficult, it, difficult,150.178,151.593,1.415
i felt very clearly that something extraordinary was happening, i, happening,152.855,156.374,3.519
i held him tightly in my arms like a small child, i, child,157.122,160.167,3.045
and yet it seemed to me that he was plummeting down into an abyss and that i could do nothing to restrain him, and, him,160.431,166.388,5.957
he had a serious look as if lost far away, he, away,167.586,170.705,3.119
i have your sheep and i have the box for the sheep and i have the muzzle, i, muzzle,171.637,176.479,4.842
and he smiled sadly, and, sadly,177.247,178.611,1.364
i waited a long while, i, while,179.734,181.214,1.48
i could feel that he was reviving little by little, i, little,181.807,184.417,2.61
my little fellow i said to him, my, him,185.28,187.134,1.854
you are afraid, you, afraid,187.628,188.442,0.814
he was afraid of course but he laughed softly, he, softly,189.32,192.353,3.033
i will be much more afraid this evening, i, evening,193.127,194.986,1.859
again i felt myself frozen by the sense of something irreparable and i knew that i could not bear the idea of never hearing that laughter again, again, again,195.989,205.919,9.93
for me it was like a spring of fresh water in the desert, for, desert,206.867,210.515,3.648
little fellow i said i want to hear you laugh again, little, again,211.638,215.31,3.672
but he said to me tonight it will be a year, but, year,216.223,219.236,3.013
my star will be right above the spot where i came down to earth a year ago, my, ago,219.819,223.918,4.099
little fellow is this all a bad dream this business with the snake and the meeting place and the star, little, star,225.03,231.072,6.042
but he did not answer my question, but, question,231.995,233.53,1.535
he said to me that which is important can not be seen, he, seen,234.442,238.329,3.887
i know, i, know,239.137,239.567,0.43
it is like with the flower, it, flower,240.47,241.765,1.295
if you love a flower that is on a star it is sweet to look at the sky at night, if, night,242.288,246.961,4.673
all the stars are covered with flowers, all, flowers,247.54,249.644,2.104
i know, i, know,250.502,250.923,0.421
it is like with the water, it, water,251.756,252.99,1.234
the water you gave me to drink was like music because of the pulley and the rope, the, rope,253.324,257.932,4.608
you remember, you, remember,258.451,259.161,0.71
it was good, it, good,259.724,260.354,0.63
i know, i, know,261.347,261.807,0.46
at night you will look at the stars, at, stars,262.859,264.574,1.715
where i live everything is too small for me to point out to you where my star is, where, is,264.903,269.816,4.913
it is better like that, it, that,270.295,271.454,1.159
my star will be for you just one of the stars, my, stars,271.843,274.927,3.084
so you will love to look at all of the stars, so, stars,275.446,277.68,2.234
they will all be your friends, they, friends,278.124,279.409,1.285
and besides i am going to make you a present, and, present,279.897,282.721,2.824
he laughed again, he, again,283.524,284.528,1.004
ah little fellow dear little fellow i love to hear that laugh, ah, laugh,285.451,289.694,4.243
that is my present, that, present,290.647,291.721,1.074
just that it will be like with the water, just, water,292.16,295.058,2.898
what are you trying to say, what, say,296.11,297.22,1.11
everyone has the same stars but they are not the same to everyone, everyone, everyone,298.487,302.89,4.403
for some who are travelers the stars are guides, for, guides,303.773,306.877,3.104
for others they are nothing but little lights, for, lights,307.471,310.149,2.678
for others who are scholars they are problems, for, problems,310.942,313.337,2.395
for my businessman they were wealth, for, wealth,313.841,315.705,1.864
but none of these stars say anything back, but, back,316.464,318.908,2.444
you will have the stars as no one else has them, you, them,319.966,322.87,2.904
what are you trying to say, what, say,323.883,324.978,1.095
when you look at the sky at night because i will be living on one of them because i will be laughing on one of them for you it will be like all the stars are laughing, when, laughing,326.504,337.003,10.499
you only you will have stars that can laugh, you, laugh,337.597,341.464,3.867
and he laughed again, and, again,342.307,343.477,1.17
and when your sorrow is comforted time heals all wounds you will be glad to have known me, and, me,344.774,350.421,5.647
you will always be my friend, you, friend,351.139,352.574,1.435
you will want to laugh with me, you, me,352.988,354.562,1.574
and sometimes you will open your window just like that for fun, and, fun,355.041,358.824,3.783
and your friends will be very surprised to see you laughing whilst watching the sky, and, sky,359.348,363.822,4.474
so you will tell them yes the stars always make me laugh and they will think you are crazy, so, crazy,364.585,370.591,6.006
i will have played a dirty trick on you, i, you,371.085,372.969,1.884
and he laughed again, and, again,373.767,374.877,1.11
it will be as if i would given you instead of stars lots and lots of little bells that can laugh, it, laugh,375.925,381.757,5.832
and he laughed some more, and, more,382.411,383.66,1.249
then he suddenly became serious again, then, again,384.918,387.332,2.414
tonight you know do not come, tonight, come,388.45,391.391,2.941
i will not leave you, i, you,392.399,393.233,0.834
it will look as if i am suffering, it, suffering,394.326,396.07,1.744
it will look a bit as if i am dying, it, dying,396.684,398.503,1.819
it is like that, it, that,398.937,399.807,0.87
do not come to see that, do, that,400.455,401.73,1.275
it is not worth it, it, it,402.014,402.989,0.975
i will not leave you, i, you,403.991,404.926,0.935
but he was worried, but, worried,405.909,406.779,0.87
i am telling you this it is also because of the snake, i, snake,407.771,411.01,3.239
he must not bite you, he, you,411.459,412.848,1.389
snakes are mean, snakes, mean,413.467,414.492,1.025
they can bite you just for fun, they, fun,414.896,416.57,1.674
i will not leave you, i, you,417.653,418.713,1.06
but something reassured him, but, him,419.715,421.18,1.465
it is true that they have no poison left for a second bite, it, bite,422.442,425.721,3.279
that night i did not see him set out, that, out,426.679,429.043,2.364
he got away without making a sound, he, sound,429.577,431.491,1.914
when i managed to catch him up he was walking along determinedly at a brisk pace, when, pace,432.359,437.462,5.103
he said to me only oh you came, he, came,438.15,441.258,3.108
and he took me by the hand but he was still worrying, and, worrying,442.066,445.294,3.228
you have made a mistake, you, mistake,446.576,447.605,1.029
you will suffer, you, suffer,448.049,448.699,0.65
it will look as if i am dead and that will not be true, it, true,449.183,452.032,2.849
i said nothing, i, nothing,452.895,453.704,0.809
you understand it is too far, you, far,454.717,456.95,2.233
i can not carry this body with me, i, me,457.509,459.324,1.815
it is too heavy, it, heavy,459.324,460.208,0.884
i said nothing, i, nothing,461.391,462.205,0.814
but it will be like an old abandoned shell, but, shell,463.722,465.987,2.265
there is nothing sad about old shells, there, shells,466.46,468.555,2.095
i said nothing, i, nothing,469.702,470.492,0.79
he got a bit discouraged but he made one more effort, he, effort,471.54,474.728,3.188
you know it will be nice, you, nice,475.511,477.41,1.899
i will also look at the stars, i, stars,478.044,479.688,1.644
all the stars will be wells with a rusty pulley, all, pulley,480.262,483.131,2.869
all the stars will pour out fresh water for me to drink, all, drink,483.49,486.849,3.359
i said nothing, i, nothing,488.106,488.981,0.875
it will be so much fun, it, fun,490.143,491.478,1.335
you will have five hundred million little bells and i will have five hundred million springs of fresh water, you, water,492.077,498.42,6.343
and then he too was silent because he was crying, and, crying,499.727,502.721,2.994
here is the place, here, place,504.138,504.917,0.779
let me go on by myself, let, myself,505.586,507.076,1.49
and he sat down because he was afraid, and, afraid,507.983,509.998,2.015
he said you know my flower i am responsible for her, he, her,510.896,515.651,4.755
and she is so weak, and, weak,516.239,517.404,1.165
and she is so naive, and, naive,517.858,519.148,1.29
she has four thorns of no use at all to protect herself against the entire world, she, world,519.946,525.424,5.478
i sat down too because i was no longer able to stand, i, stand,526.76,530.479,3.719
he said that is everything, he, everything,531.551,534.897,3.346
he hesitated a bit and then stood back up, he, up,536.214,539.017,2.803
he took one step, he, step,539.954,540.984,1.03
i could not move, i, move,541.702,542.612,0.91
there was nothing but a yellow flash close to his ankle, there, ankle,543.629,546.859,3.23
he remained motionless for an instant, he, instant,547.667,550.016,2.349
he did not cry out, he, out,550.645,551.779,1.134
he fell as gently as a tree falls, he, falls,552.503,554.832,2.329
there was not even any sound because of the sand, there, sand,555.466,558.325,2.859
and now of course it has already been six years, and, years,559.565,562.669,3.104
i have never yet told this story, i, story,563.222,565.242,2.02
the companions who met me were very happy to see me alive again, the, again,566.08,569.534,3.454
i was sad but i told them it is because i am tired, i, tired,570.193,573.386,3.193
now my sorrow is comforted a little, now, little,574.638,576.798,2.16
i mean not entirely but i do know that he got back to his planet because at daybreak i did not find his body, i, body,577.192,584.742,7.55
it was not a very heavy body, it, body,585.654,587.344,1.69
and i love to listen to the stars at night, and, night,587.918,590.192,2.274
it is just like five hundred million little bells, it, bells,590.811,593.775,2.964
but there is one extraordinary thing, but, thing,594.818,597.032,2.214
when i drew the muzzle for the little prince i forgot to add the leather strap to it, when, it,597.9,602.862,4.962
he would never have been able to fasten it to the sheep, he, sheep,603.471,606.09,2.619
so i wonder what happened on his planet, so, planet,606.663,609.412,2.749
it may well be the sheep ate the flower, it, flower,610.13,612.199,2.069
sometimes i tell myself surely not the little prince shuts his flower under her glass dome every night and he watches over his sheep very carefully, sometimes, carefully,613.227,622.532,9.305
then i am happy and all the stars laugh sweetly, then, sweetly,623.101,626.279,3.178
other times i tell myself everyone is absent minded at some point and that is all it takes, other, takes,627.192,633.124,5.932
one evening he would have forgotten the glass dome or maybe the sheep got out quietly during the night, one, night,633.398,639.4,6.002
and then the little bells turn to tears, and, tears,640.178,642.578,2.4
herein lies a great mystery for you who also love the little prince just like for me, herein, me,643.795,650.006,6.211
nothing in the universe is the same if somewhere out there a sheep that we have never seen has has it eaten a rose, nothing, rose,650.505,659.903,9.398
look at the sky, look, sky,661.091,661.91,0.819
ask yourselves has the sheep yes or no eaten the flower, ask, flower,662.574,667.315,4.741
and you will see how everything changes, and, changes,668.218,670.248,2.03
and no grownup will ever understand that this is a matter of such importance, and, importance,670.966,675.834,4.868
this to me is the most beautiful and most sad landscape in the world, this, world,677.58,682.468,4.888
it is the same landscape as the one on the previous page, it, page,683.251,686.306,3.055
but i have drawn it again to show it to you properly, but, properly,686.884,689.369,2.485
it is here that the little prince appeared on earth and then disappeared, it, disappeared,690.137,694.299,4.162
look at this landscape carefully so as to be sure to recognize it if one day you travel in africa in the desert, look, desert,695.232,702.663,7.431
and if you happen to pass by there i beg you do not hurry on, and, on,703.227,707.704,4.477
wait a while exactly under the star, wait, star,708.243,710.407,2.164
if a child then comes to you if he laughs if he has golden hair if he does not respond when questioned you will easily guess who it is, if, is,711.125,720.859,9.734
so think of me, so, me,721.418,722.238,0.82
save me from this sorrow, save, sorrow,722.767,724.177,1.41
write to me quickly to tell me he is back, write, back,724.7,727.034,2.334
