,first_word,first_onset,last_word,last_offset
(S (NP (PRP 我)) (VP (VE 没有) (NP (S (S (VP (VA 喝))) (DEC 的)))) (SP 了)) ,我,56.19,了,56.98
(S (S (S (ADVP (CS 假如)) (S (NP (PRP 我)) (VP (VV 能) (VP (DVP (VP (VA 悠哉悠哉)) (DEV 地)) (VP (VV 走) (VP (PP (P 到) (LCP (NP (NN 水泉)) (LC 边))) (VP (VV 去)))))))) (NP (PRP 我)) (VP (ADVP (AD 一定)) (ADVP (AD 也)) (VP (VV 会) (VP (ADVP (AD 很)) (VP (VA 高兴)))))) (SP 的)) ,假如,57.67,的,62.41
(S (NP (NN 小王子)) (VP (PP (P 对) (NP (PRP 我))) (VP (VV 说) (S (NP (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 朋友))) (NP (NN 狐狸))))))) ,小王子,63.49,狐狸,66.52
(S (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 小家伙))) (NP (NT 现在)) (VP (ADVP (AD 还)) (VP (VV 说) (S (VP (NP (DP (DT 什么)) (NP (NN 狐狸)))))))) ,我,67.46,狐狸,69.72
(S (VP (VA 为什么))) ,为什么,70.51,为什么,71.11
(S (PP (P 因为) (S (NP (PRP 我)) (VP (ADVP (AD 就)) (VP (VV 要) (VP (ADVP (AD 渴)) (VP (VV 死) (AS 了)))))))) ,因为,72.07,了,74.56
(S (NP (PRP 他)) (VP (ADVP (AD 不)) (VP (VV 理解) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 思路)))))) ,他,75.66,思路,76.75
(S (NP (PRP 他)) (VP (VV 回答) (NP (S (NP (PRP 我)) (VP (VV 道) (S (S (VP (ADVP (CS 即使)) (VP (VA 快) (VP (VP (VV 要) (VP (VV 死) (AS 了))) (VP (VE 有) (AS 过) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 朋友)))))))) (VP (ADVP (AD 也)) (VP (VA 好)))))) (NP (NN 么))))) ,他,77.47,么,81.93
(S (NP (PRP 我)) (VP (ADVP (AD 就)) (PP (P 为) (S (NP (PRP 我)) (VP (VE 有) (AS 过) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 狐狸) (NN 朋友)))))) (VP (MSP 而) (VP (VV 感到) (S (VP (VA 高兴))))))) ,我,82.62,高兴,85.48
(S (S (NP (PRP 他)) (VP (ADVP (AD 不)) (VP (VV 顾) (NP (NN 危险))))) (S (NP (PRP 我) (PRP 自己)) (VP (VV 思量) (AS 着)))) ,他,86.71,着,89.47
(S (NP (PRP 他)) (VP (ADVP (AD 从来)) (ADVP (AD 不)) (VP (VV 知道) (NP (NN 饥渴))))) ,他,90.22,饥渴,91.48
(S (ADVP (CS 只要)) (S (NP (NN 有点儿) (NN 阳光)) (NP (PRP 他)) (VP (ADVP (AD 就)) (VP (VV 满足) (AS 了))))) ,只要,92.09,了,93.94
(S (S (NP (PRP 他)) (VP (VP (VV 看) (AS 着) (NP (PRP 我))) (VP (VV 答复) (AS 着) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 思想)))))) (S (NP (PRP 我)) (VP (ADVP (AD 也)) (VP (VV 渴) (AS 了))))) ,他,94.8,了,98.58
(S (S (NP (PRP 我们)) (VP (MSP 去) (VP (VV 找) (NP (QP (CD 一) (CLP (M 口))) (NP (NN 井)))))) (SP 吧)) ,我们,99.3,吧,101.07
(S (NP (PRP 我)) (VP (VV 显出) (NP (DNP (NP (NN 厌烦)) (DEG 的)) (NP (NN 样子))))) ,我,102.26,样子,103.4
(S (PP (P 在) (LCP (NP (DNP (NP (NN 茫茫)) (DEG 的)) (ADJP (JJ 大)) (NP (NN 沙漠))) (LC 上))) (NP (ADJP (JJ 盲目)) (NP (NN 地))) (VP (MSP 去) (VP (VV 找) (NP (NN 水井))))) ,在,103.97,水井,106.91
(S (VP (ADVP (AD 真)) (VP (VV 荒唐)))) ,真,107.43,荒唐,108.16
(S (ADVP (AD 然而)) (NP (PRP 我们)) (VP (ADVP (AD 还是)) (VP (VV 开始) (VP (MSP 去) (VP (VV 寻找) (AS 了)))))) ,然而,109.18,了,111.63
(S (VP (PP (P 当) (LCP (S (NP (PRP 我们)) (VP (DVP (VP (VA 默默)) (DEV 地)) (VP (VV 走) (AS 了) (NP (QP (ADVP (AD 好)) (QP (CD 几) (CLP (M 个)))) (NP (NN 小时)))))) (LC 以后))) (CLP (M 天)) (VP (VA 黑) (AS 了) (S (VP (VV 下来)))))) ,当,112.89,下来,116.45
(S (NP (NR 星星)) (VP (VV 开始) (VP (VV 发出) (NP (NN 光亮))))) ,星星,117.24,光亮,119.1
(S (PP (P 由于) (S (VP (VV 渴)))) (NP (PRP 我)) (VP (VV 有点儿) (NP (NN 发烧)))) ,由于,120.15,发烧,121.99
(S (NP (PRP 我)) (VP (VP (VV 看) (AS 着) (NP (DP (DT 这些)) (NP (NN 星星)))) (VP (VV 像) (S (VP (VC 是) (VP (PP (P 在) (NP (NR 做梦))) (VP (VA 一样)))))))) ,我,122.69,一样,124.89
(S (NP (DNP (NP (NN 小王子)) (DEG 的)) (NP (NN 话))) (VP (PP (P 在) (LCP (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 脑海))) (LC 中))) (VP (VV 跳来跳去)))) ,小王子,125.67,跳来,128.48
(S (S (S (NP (PRP 你)) (VP (ADVP (AD 也)) (VP (VV 渴)))) (SP 吗)) (NP (PRP 我)) (VP (VV 问) (S (VP (NP (PRP 他)))))) ,你,129.71,他,131.5
(S (S (NP (PRP 他)) (VP (ADVP (AD 却)) (ADVP (AD 不)) (VP (VV 回答) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 问题)))))) (S (ADVP (AD 只是)) (VP (PP (P 对) (NP (PRP 我))) (VP (VV 说) (S (NP (NN 水)) (VP (PP (P 对) (NP (NN 心))) (ADVP (AD 也)) (VP (VC 是) (NP (S (S (VP (VE 有) (NP (NN 益处)))) (DEC 的)))))))))) ,他,132.11,的,137.68
(S (S (NP (PRP 我)) (VP (ADVP (AD 不)) (VP (VV 懂) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 话)))))) (VP (VC 是) (NP (DP (DT 什么)) (NP (NN 意思))))) ,我,138.76,意思,140.19
(S (VP (VV 可) (VP (NP (PRP 我)) (ADVP (AD 也)) (VP (VV 不做声))))) ,可,140.87,不说话,142.04
(S (NP (PRP 我)) (VP (VP (VV 知道) (S (VP (ADVP (AD 不)) (VP (VV 应该))))) (VP (MSP 去) (VP (VV 问) (S (VP (NP (PRP 他)))))))) ,我,142.87,他,144.37
(S (NP (PRP 他)) (VP (VV 累) (AS 了))) ,他,145.19,了,145.75
(S (NP (PRP 他)) (VP (VCD (VV 坐) (VV 下来)))) ,他,146.55,下来,147.25
(S (NP (PRP 我)) (VP (PP (P 在) (NP (PRP 他))) (VP (VV 身旁) (LCP (S (VP (VV 坐))) (LC 下))))) ,我,147.83,下,148.86
(S (S (VP (VV 沉默) (AS 了) (QP (CD 一会儿)))) (NP (PRP 他)) (VP (ADVP (AD 又)) (VP (VV 说道) (S (NP (NN 星星)) (VP (VP (VC 是) (DNP (ADJP (ADVP (AD 很)) (ADJP (JJ 美))) (DEG 的))) (VP (PP (P 因为) (S (VP (VE 有) (NP (QP (CD 一) (CLP (M 朵))) (NP (NN 人们)))))) (VP (VV 看) (NP (S (S (VP (ADVP (AD 不)) (VP (VV 到)))) (DEC 的)) (NP (NN 花)))))))))) ,沉默,149.57,花,156.33
(S (NP (PRP 我)) (VP (VP (VV 回答) (NP (NN 道))) (VP (ADVP (AD 当然))))) ,我,157.28,当然,158.86
(S (ADVP (AD 而)) (NP (PRP 我)) (VP (DVP (VP (VA 默默)) (DEV 地)) (VP (VV 看) (AS 着) (NP (DNP (NP (LCP (NP (NN 月光)) (LC 下)) (NP (NN 沙漠))) (DEG 的)) (NP (NN 褶皱)))))) ,而,159.48,褶皱,162.93
(S (S (NP (NN 沙漠)) (VP (VC 是) (NP (DNP (NP (NR 美)) (DEG 的))))) (S (NP (PRP 他)) (VP (ADVP (AD 又)) (VP (VV 说道))))) ,沙漠,163.84,说道,167.22
(S (VP (ADVP (AD 确实)) (PP (NP (PRP 如此))) (NP (PRP 我)) (ADVP (AD 一直)) (ADVP (AD 很)) (VP (VV 喜欢) (S (VP (NP (NN 沙漠))))))) ,确实,168.06,沙漠,170.43
(S (S (VP (VV 坐) (PP (P 在) (LCP (NP (QP (CD 一) (CLP (M 个))) (NP (NN 沙丘))) (LC 上))))) (NP (PRP 什么)) (VP (ADVP (AD 也)) (VP (VV 看) (VP (ADVP (AD 不)) (VP (VV 见) (S (VP (VV 听) (VP (ADVP (AD 不)) (VP (VV 见) (S (S (ADVP (AD 但是)) (VP (ADVP (AD 却)) (VP (VE 有) (NP (QP (CD 一) (CLP (M 种))) (S (S (VP (VV 说) (S (VP (ADVP (AD 不)) (VP (VV 出)))))) (DEC 的)) (NP (NN 东西)))))) (VP (PP (P 在) (NP (NP (NR 默默)) (NP (NN 地)))) (VP (VV 放) (AS 着) (NP (NN 光芒)))))))))))))) ,坐,170.97,光芒,178.51
(S (NP (S (S (VP (VV 使) (NP (NN 沙漠)) (S (VP (ADVP (AD 更加)) (VP (VA 美丽)))))) (DEC 的))) (VP (ADVP (AD 就)) (VP (VC 是) (S (VP (PP (P 在) (LCP (NP (NN 某个) (NN 角落)) (LC 里))) (VP (VV 藏) (AS 着) (NP (QP (CD 一) (CLP (M 口))) (NP (NN 井))))))))) ,使,179.89,井,184.6
(S (NP (PRP 我)) (VP (VP (ADVP (AD 很)) (VP (VA 惊讶))) (VP (ADVP (AD 突然)) (VP (VV 明白) (AS 了) (S (VP (ADVP (AD 为什么)) (PP (NP (NN 沙漠))) (VP (VV 放) (AS 着) (NP (NN 光芒))))))))) ,我,185.73,光芒,189.39
(S (PP (P 当) (NP (S (S (NP (PRP 我)) (VP (ADVP (AD 还)) (VP (VC 是) (NP (QP (CD 一) (CLP (M 个))) (ADJP (JJ 小)) (NP (NN 孩子)))))) (DEC 的)) (NP (NN 时候)))) (NP (PRP 我)) (VP (VP (VV 住) (PP (P 在) (LCP (NP (QP (CD 一) (CLP (M 座))) (S (S (VP (VA 古老))) (DEC 的)) (NP (NN 房子))) (LC 里)))) (CC 而且) (VP (LCP (NP (NN 传说) (NN 这个) (NN 房子)) (LC 里)) (VP (VV 埋藏) (AS 着) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 宝贝))))))) ,当,190.24,宝贝,197.03
(S (ADVP (AD 当然)) (VP (ADVP (AD 从来)) (VP (VE 没有) (S (NP (DP (DT 任何)) (NP (NN 人))) (VP (VV 能) (VP (VV 发现) (NP (NN 这个) (NN 宝贝)))))))) ,当然,197.8,宝贝,200.83
(S (NP (VP (VV 可能)) (VP (ADVP (AD 甚至)) (ADVP (AD 也)) (VP (VE 没有) (NP (NN 人))))) (VP (MSP 去) (VP (VV 寻找) (AS 过)))) ,可能,201.58,过,204.07
(S (ADVP (AD 但是)) (NP (NN 这个) (NN 宝贝)) (VP (VV 使) (NP (ADJP (JJ 整个)) (NP (NN 房子))) (S (VP (VV 着) (AS 了) (NP (NN 魔) (NN 似的)))))) ,但是,204.77,似的,208.55
(S (NP (DNP (NP (NP (PRP 我)) (NP (NN 家))) (DEG 的)) (NP (NN 房子))) (NP (DNP (PP (P 在) (NP (PRP 它))) (DEG 的)) (NP (NN 心灵) (NN 深处))) (VP (VP (VV 隐藏) (AS 着) (QP (CD 一) (CLP (M 个)))) (ADVP (AD 秘密)))) ,我,209.55,秘密,212.67
(S (NP (S (S (VP (VC 是))) (DEC 的))) (NP (PRP 我)) (VP (PP (P 对) (NP (NN 小王子))) (VP (VV 说道)))) ,是,213.49,说道,215.44
(S (S (VP (ADVP (AD 无论)) (VP (VC 是) (NP (NP (NN 房子)) (NP (NN 星星)) (CC 或) (VP (VC 是)) (NP (NN 沙漠)))))) (S (NP (S (VP (VV 使) (S (NP (PRP 它们)) (VP (VA 美丽)))) (DEC 的)) (NP (NN 东西))) (VP (VC 是) (S (VP (VV 看) (VP (ADVP (AD 不)) (VP (VV 见)))) (DEC 的))))) ,无论,216.03,的,220.7
(S (S (S (NP (PRP 我)) (VP (ADVP (AD 真)) (VP (VA 高兴)))) (S (NP (PRP 你)) (VP (PP (P 和) (NP (DNP (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 狐狸))) (DEG 的)) (NP (NN 看法)))) (VP (VA 一样))))) (S (NP (NN 小王子)) (VP (VV 说)))) ,我,221.52,说,225.97
(S (NP (NN 小王子)) (VP (VV 睡觉) (AS 了))) ,小王子,227.06,了,228.07
(S (NP (PRP 我)) (VP (ADVP (AD 就)) (VP (BA 把) (S (NP (PRP 他)) (VP (VV 抱) (VP (PP (P 在) (NP (NR 怀里))) (ADVP (AD 又)) (ADVP (AD 重新)) (VP (VV 上路) (AS 了)))))))) ,我,228.86,了,232.12
(S (NP (PRP 我)) (VP (VP (ADVP (AD 很)) (VP (VA 激动))) (VP (PP (P 就) (NP (NN 好像))) (VP (VV 抱) (AS 着) (NP (QP (CD 一) (CLP (M 个))) (S (S (VP (VA 脆弱))) (DEC 的)) (NP (NN 宝贝))))) (VP (ADVP (AD 就)) (VP (VP (VV 好像) (PP (P 在) (LCP (NP (NN 地球)) (LC 上)))) (VP (VE 没有) (NP (S (S (VP (PP (P 比) (NP (PRP 这))) (ADVP (AD 更)) (VP (VA 脆弱)))) (DEC 的)))) (AS 了))))) ,我,232.98,了,238.97
(S (NP (PRP 我)) (VP (VV 借) (AS 着) (NP (S (S (S (VP (ADVP (AD 月光)) (VP (VV 看) (AS 着) (NP (DNP (NP (DP (DT 这)) (NP (NN 惨白))) (DEG 的)) (NP (NN 面额)))))) (S (NP (DNP (NP (DP (DT 这) (QP (CD 双))) (ADJP (JJ 紧)) (NP (NN 闭))) (DEG 的)) (NP (NN 眼睛))) (NP (PRP 这)) (VP (PP (P 随) (NP (NN 风))) (VP (VV 飘动))))) (DEC 的)) (NP (NN 缕缕) (NN 头发))))) ,我,239.55,头发,245.9
(S (S (ADVP (AD 这时)) (NP (S (S (NP (PRP 我)) (VP (PP (P 对) (NP (PRP 自己))) (VP (VV 说道) (S (NP (PRP 我)) (VP (MSP 所) (VP (VV 看到))))))) (DEC 的))) (VP (ADVP (AD 仅仅)) (VP (VC 是) (NP (NN 外表))))) (S (NP (S (S (VP (ADVP (AD 最)) (VP (VA 重要)))) (DEC 的))) (VP (VC 是) (NP (S (S (VP (VV 看) (VP (ADVP (AD 不)) (VP (VV 见))))) (DEC 的)))))) ,这时,246.74,的,253.84
(S (PP (P 由于) (S (VP (VV 看到) (S (NP (NP (PRP 他)) (NP (S (S (VP (ADVP (AD 稍稍)) (VP (VA 张开)))) (DEC 的)) (NP (NN 嘴唇)))) (VP (VV 露出) (NP (QP (CD 一) (CLP (M 丝))) (NP (NN 微笑)))))))) (S (NP (PRP 我)) (VP (ADVP (AD 又)) (VP (DVP (VP (VV 自言自语)) (DEV 地)) (VP (VV 说道) (S (PP (P 在) (NP (NP (DP (DT 这) (CLP (M 个))) (NP (S (S (VP (VV 熟睡) (AS 了))) (DEC 的)) (NP (NN 小王子)))) (NP (NN 身上)))) (VP (VV 使) (NP (PRP 我)) (S (NP (S (S (VP (ADVP (AD 非常)) (VP (VV 感动)))) (DEC 的))) (VP (VP (VC 是) (NP (S (S (NP (PRP 他)) (PP (P 对) (NP (NP (PRP 他)) (NP (DP (DT 那) (CLP (M 朵))) (NP (NN 花)))))) (DEC 的)) (NP (NN 忠诚)))) (VP (VC 是) (NP (DNP (NP (S (S (VP (PP (P 在) (LCP (NP (NP (PRP 他)) (NP (NN 心))) (LC 中))) (VP (VV 闪烁)))) (DEC 的)) (NP (DP (DT 那) (CLP (M 朵))) (NP (NN 玫瑰花)))) (DEG 的)) (NP (NN 形象))))))))))))) ,由于,255.03,形象,270.86
(S (NP (DP (DT 这) (CLP (M 朵))) (NP (NN 玫瑰花))) (VP (PP (ADVP (AD 即使)) (PP (P 在) (NP (S (S (NP (NN 小王子)) (VP (VV 睡着) (AS 了))) (DEC 的)) (NP (NN 时候))))) (VP (ADVP (AD 也)) (VP (PP (PP (P 像) (NP (DNP (NP (NP (QP (CD 一)) (NP (NN 盏))) (NP (NN 灯))) (DEG 的)) (NP (NN 火焰)))) (MSP 一样)) (VP (PP (P 在) (NP (NP (PRP 他)) (NP (NN 身上)))) (VP (VP (VV 闪耀) (AS 着)) (NP (NN 光辉)))))))) ,这,272.08,光辉,278.61
(S (ADVP (AD 这时)) (NP (PRP 我)) (VP (ADVP (AD 就)) (VP (VV 感觉) (S (VP (PP (P 到) (NP (PRP 他))) (ADVP (AD 更加)) (VP (VA 脆弱))))))) ,这时,279.93,脆弱,282.55
(S (VP (VV 应该) (VP (VV 保护) (NP (NN 灯焰))))) ,应该,283.12,灯芯,283.99
(S (NP (NP (QP (CD 一)) (NP (NN 阵))) (NP (NN 风))) (VP (ADVP (AD 就)) (VP (VV 可能) (VP (BA 把) (S (NP (PRP 它)) (VP (VV 吹) (NP (NN 灭)))))))) ,一,284.83,灭,286.46
(S (S (ADVP (AD 于是)) (VP (ADVP (AD 就)) (ADVP (AD 这样)) (VP (VV 走) (AS 着)))) (S (NP (PRP 我)) (VP (PP (P 在) (LCP (NP (NN 黎明)) (LC 时))) (VP (VV 发现) (AS 了) (NP (NN 水井)))))) ,于是,287.51,水井,292.24
(S (NP (DP (DT 那些)) (NP (NN 人们))) (S (S (NP (PRP 他们)) (VP (PP (P 往) (LCP (NP (NN 快车)) (LC 里))) (VP (VA 拥挤)))) (S (ADVP (AD 但是)) (S (NP (PRP 他们)) (VP (ADVP (AD 却)) (VP (ADVP (AD 不)) (VP (VV 知道) (S (VP (VV 要) (VP (VV 寻找) (NP (PRP 什么)))))))))))) ,那些,293.23,什么,298.99
(S (ADVP (AD 于是)) (NP (PRP 他们)) (VP (PP (P 就) (NP (NN 忙忙碌碌) (NN 来回))) (VP (VV 转) (NP (NN 圈子))))) ,于是,299.73,圈子,302.87
(S (NP (PRP 他)) (NP (NR 接着)) (VP (ADVP (AD 又)) (VP (VV 说) (S (NP (PRP 这)) (VP (VE 没有) (NP (NN 必要))))))) ,他,303.93,必要,306.22
(S (NP (S (S (NP (PRP 我们)) (VP (ADVP (AD 终于)) (VP (VV 找到)))) (DEC 的)) (DP (DT 这)) (NP (NN 口))) (VP (VP (VV 井)) (VP (VA 不同) (PP (P 于) (NP (DNP (NP (NN 撒哈拉)) (DEG 的)) (DP (DT 那些)) (NP (NN 井))))))) ,我们,306.83,井,310.21
(S (NP (S (S (VP (VA 撒哈拉))) (DEC 的))) (VP (VV 井) (NP (S (S (VP (ADVP (AD 只是)) (LCP (NP (NN 沙漠)) (LC 中)) (VP (VV 挖)))) (DEC 的)) (NP (NN 洞))))) ,撒哈拉,310.8,洞,313.04
(S (NP (DP (DT 这) (CLP (M 口))) (NP (NN 井))) (VP (ADVP (AD 则)) (ADVP (AD 很)) (VP (VV 像) (NP (DNP (LCP (NP (NN 村子)) (LC 中)) (DEG 的)) (NP (NN 井)))))) ,这,313.65,井,316.21
(S (ADVP (AD 可是)) (NP (PRP 那里)) (VP (ADVP (AD 又)) (VP (VE 没有) (NP (DP (DT 任何)) (NP (NN 村庄)))))) ,可是,317,村庄,319.77
(S (S (NP (PRP 我)) (VP (ADVP (AD 还)) (VP (VV 以为) (S (VP (VC 是) (PP (P 在) (NP (NR 做梦)))))))) (SP 呢)) ,我,320.3,呢,321.7
(S (VP (ADVP (AD 真)) (VP (VV 怪) (S (NP (PRP 我)) (VP (PP (P 对) (NP (NN 小王子))) (VP (VV 说))))))) ,真,322.91,说,324.92
(S (NP (PRP 一切)) (VP (ADVP (AD 都)) (VP (VP (VC 是) (DNP (ADJP (JJ 现成)) (DEG 的))) (VP (VV 辘轳)) (VP (VV 水桶)) (VP (VV 绳子))))) ,一切,325.59,绳子,329.28
(S (NP (PRP 他)) (VP (VP (VV 笑) (AS 了)) (VP (VP (VV 拿) (AS 着) (NP (NN 绳子))) (VP (VV 转动) (AS 着) (NP (NN 辘轳)))))) ,他,330.26,辘轳,333.02
(S (NP (NN 辘轳)) (VP (PP (P 就) (S (VP (PP (P 像) (NP (S (S (VP (VP (VP (VC 是) (QP (CD 一) (CLP (M 个)))) (VP (ADVP (AD 长期)) (VP (VE 没有) (NP (NN 风))))) (VP (MSP 来) (VP (VV 吹动))))) (DEC 的)) (ADJP (JJ 旧)) (NP (NN 风标)))) (VP (VA 一样))))) (VP (VV 吱吱) (NP (NN 作响))))) ,辘轳,333.52,作响,338.43
(S (S (NP (PRP 你)) (VP (VV 听))) (S (NP (NN 小王子)) (VP (VV 说)))) ,你,339.33,说,341.19
(S (NP (PRP 我们)) (VP (VV 唤醒) (AS 了) (NP (DP (DT 这) (CLP (M 口))) (NP (NN 井))))) ,我们,341.77,井,343.06
(S (S (NP (PRP 它)) (VP (NP (NT 现在)) (VP (VP (VP (VV 唱) (VV 起)) (NP (NN 歌))) (VV 来)))) (SP 了)) ,它,343.47,了,345.02
(S (NP (PRP 我)) (VP (ADVP (AD 不)) (VP (VV 愿) (S (VP (VV 让) (NP (PRP 他)) (S (VP (VV 费劲)))))))) ,我,345.81,费劲,346.88
(S (S (S (VP (VV 让) (NP (PRP 我)) (S (VP (MSP 来) (VP (VV 干)))))) (SP 吧)) (NP (PRP 我)) (VP (PP (P 对) (NP (PRP 他))) (VP (VV 说)))) ,让,347.67,说,349.58
(S (NP (DP (DT 这)) (NP (NN 活儿))) (VP (PP (P 对) (NP (PRP 你))) (ADVP (AD 太)) (VP (VV 重) (AS 了)))) ,这,350.08,了,351.47
(S (NP (PRP 我)) (VP (ADVP (AD 慢慢)) (PP (NP (NN 地))) (VP (BA 把) (S (NP (NN 水桶)) (VP (VV 提到) (LCP (NP (NN 井栏)) (LC 上))))))) ,我,352.04,上,353.98
(S (NP (PRP 我)) (VP (BA 把) (S (NP (PRP 它)) (VP (ADVP (AD 稳稳)) (PP (NP (NN 地))) (VP (VV 放在) (NP (PRP 那里))))))) ,我,354.77,那里,356.1
(S (LCP (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 耳朵))) (LC 里)) (VP (ADVP (AD 还)) (VP (VV 响) (AS 着) (NP (DNP (NP (NN 辘轳)) (DEG 的)) (NP (NN 歌声)))))) ,我,356.8,歌声,358.8
(S (VP (ADVP (AD 依然)) (ADVP (AD 还)) (PP (P 在) (LCP (NP (DNP (NP (NN 晃荡)) (DEG 的)) (NP (NN 水面))) (LC 上))) (NP (S (S (NP (PRP 我)) (VP (VV 看见) (NP (NN 太阳)))) (DEC 的)) (NP (NN 影子))) (ADVP (AD 在)) (VP (VV 跳动)))) ,依然,359.63,跳动,363.68
(S (S (NP (PRP 我)) (VP (ADVP (AD 正)) (VP (VV 需要) (VP (VV 喝) (NP (DP (DT 这) (CLP (M 种))) (NP (NN 水))))))) (S (NP (NN 小王子)) (VP (VV 说)))) ,我,364.5,说,367.1
(S (VP (PP (P 给) (NP (PRP 我))) (VP (VV 喝) (NP (NN 点儿))))) ,给,367.47,点,368.34
(S (ADVP (AD 这时)) (NP (PRP 我)) (VP (ADVP (AD 才)) (VP (VV 明白) (AS 了) (S (NP (S (S (NP (PRP 他)) (VP (MSP 所) (VP (VV 寻找)))) (DEC 的))) (VP (VC 是) (NP (PRP 什么))))))) ,这时,369.34,什么,372.37
(S (NP (PRP 我)) (VP (BA 把) (S (NP (NN 水桶)) (VP (VRD (VV 提) (VV 到)) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 嘴边))))))) ,我,373.16,嘴边,374.73
(S (NP (PRP 他)) (VP (VV 闭) (AS 着) (S (NP (NN 眼睛) (NN 喝水)) (VP (ADVP (AD 就)) (PP (P 像) (NP (NN 节日))) (ADVP (AD 一般)) (VP (VCD (VA 舒适) (VA 愉快))))))) ,他,375.27,愉快,378.71
(S (NP (PRP 这)) (NP (NN 水)) (VP (ADVP (AD 远)) (ADVP (AD 不)) (ADVP (AD 只)) (VP (VC 是) (NP (QP (CD 一) (CLP (M 种))) (NP (NN 饮料)))))) ,这,379.78,饮料,381.86
(S (NP (PRP 它)) (VP (VC 是) (NP (S (S (VP (VP (ADVP (AD 披星戴月)) (VP (VV 走) (AS 了) (NP (QP (CD 许多)) (NP (NN 路))))) (VP (ADVP (AD 才)) (VP (VV 找到))))) (DEC 的))))) ,它,382.55,的,384.73
(S (VP (VC 是) (NP (S (S (VP (PP (P 在) (LCP (NP (DNP (NP (NN 辘轳)) (DEG 的)) (NP (NN 歌声))) (LC 中))) (VP (PP (P 经过) (NP (DNP (NP (NP (PRP 我)) (NP (NN 双臂))) (DEG 的)) (NP (NN 努力)))) (VP (VV 得来))))) (DEC 的))))) ,是,385.5,的,388.72
(S (NP (PRP 它)) (VP (VP (VV 像) (S (VP (VC 是) (NP (QP (CD 一) (CLP (M 件))) (NP (NN 礼品)))))) (VP (VV 慰藉) (AS 着) (NP (NN 心田))))) ,它,389.55,心田,391.63
(S (PP (P 在) (NP (S (S (NP (PRP 我)) (VP (VA 小))) (DEC 的)) (NP (NN 时候)))) (NP (DNP (NP (NN 圣诞树)) (DEG 的)) (NP (NN 灯光))) (NP (DNP (NP (DNP (NP (NT 午夜)) (DEG 的)) (NP (NN 弥撒))) (DEG 的)) (NP (NN 音乐))) (NP (DNP (NP (NN 甜蜜)) (DEG 的)) (NP (NN 微笑))) (NP (PRP 这) (PRP 一切)) (VP (ADVP (AD 都)) (VP (VV 使) (NP (S (S (LCP (NP (NN 圣诞节)) (LC 时)) (NP (PRP 我)) (VP (VV 收到))) (DEC 的)) (NP (NN 礼品))) (S (VP (VV 辉映) (AS 着) (NP (DNP (NP (NN 幸福)) (DEG 的)) (NP (NN 光彩)))))))) ,在,392.36,光彩,402.71
(S (S (NP (DNP (NP (NP (PRP 你)) (NP (PRP 这里))) (DEG 的)) (NP (NN 人))) (VP (PP (P 在) (LCP (NP (DP (DT 同) (QP (CD 一) (CLP (M 个)))) (NP (NN 花园))) (LC 中))) (VP (VP (VV 种植) (AS 着)) (NP (QP (CD 五千) (CLP (M 朵))) (NP (NN 玫瑰)))))) (S (NP (NN 小王子)) (VP (VV 说)))) ,你,403.09,说,408.38
(S (ADVP (AD 可是)) (NP (PRP 他们)) (VP (ADVP (AD 却)) (VP (VV 不能) (NP (S (S (VP (VP (ADVP (AD 从中)) (VP (VV 找到) (NP (PRP 自己)))) (VP (MSP 所) (VP (VSB (VV 要) (VV 寻找)))))) (DEC 的)) (NP (NN 东西)))))) ,可是,408.85,东西,412.96
(S (S (NP (PRP 他们)) (VP (VC 是) (NP (S (S (VP (VP (VV 找)) (VP (ADVP (AD 不)) (VP (VV 到))))) (DEC 的))))) (S (NP (PRP 我)) (VP (VV 回答) (NP (NN 道))))) ,他们,413.98,道,415.92
(S (ADVP (AD 然而)) (NP (S (S (NP (PRP 他们)) (VP (MSP 所) (VP (VV 寻找)))) (DEC 的)) (NP (NN 东西))) (VP (ADVP (AD 却)) (VP (VC 是) (NP (S (S (VP (VV 可以) (VP (PP (P 从) (LCP (NP (NP (QP (CD 一) (CLP (M 朵))) (NP (NN 玫瑰花))) (CC 或) (NP (QP (CD 一点儿)) (NP (NN 水)))) (LC 中))) (VP (VV 找到))))) (DEC 的)))))) ,然而,416.58,的,423.48
(S (S (QP (CD 一点儿)) (VP (VA 不错))) (S (NP (PRP 我)) (VP (VV 回答) (NP (NN 道))))) ,一点,424.22,道,426.31
