tree,word-index,word,number,last_word,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner,first_word,first_onset,last_word,last_offset
(S (NP (PRP i)) (VP (VBD was) (ADJP (JJ surprised) (S (VP (TO to) (VP (ADVP (RB suddenly)) (VB understand) (NP (NP (DT this) (JJ mysterious) (NN radiation)) (PP (IN of) (NP (DT the) (NNS sands)))))))))), i-1), i,1,sands,186.486,186.591,8.500758885,PRON,8,3,2,3, i,186.486, sands,191.26
(S (WHADVP (WRB when) (RB i)) (S (VBD was) (NP (DT a) (JJ little) (NN boy) (PRP i)) (VP (VBN lived) (PP (IN in) (NP (NP (DT an) (JJ old) (NN house) (CC and) (NN legend)) (VP (VBN told) (SBAR (IN that) (S (NP (DT a) (NN treasure)) (VP (VBD was) (VP (VBN buried) (ADVP (RB there)))))))))))), when-1), when,1,there,192.407,192.542,7.562213605,ADV,8,3,1,2, when,192.407, there,198.4
(S (S (PP (IN of) (NP (NN course))) (NP (DT no) (NN one)) (VP (VBD had) (ADVP (RB ever)) (VP (VBN been) (ADJP (JJ able) (S (VP (TO to) (VP (VB find) (NP (PRP it))))))))) (CC or) (S (ADVP (RB perhaps)) (NP (DT no) (NN one)) (VP (VBD had) (ADVP (RB even)) (VP (VBN looked) (PP (IN for) (NP (PRP it))))))), of-1), of,1,it,198.824,199.149,10.57655957,ADP,8,4,1,2, of,198.824, it,204.181
(S (CC but) (NP (PRP it)) (VP (VBD cast) (NP (DT an) (NN enchantment)) (PP (IN over) (NP (DT that) (NN house))))), but-1), but,1,house,204.69,205.135,8.17055344,CCONJ,8,2,1,2, but,204.69, house,207.653
(S (NP (NP (PRP$ my)) (NP (NN home))) (VP (VBD was) (VP (VBG hiding) (NP (DT a) (NN secret)) (PP (IN in) (NP (NP (DT the) (NNS depths)) (PP (IN of) (NP (NP (PRP$ its)) (NP (NN heart))))))))), my-1), my,1,heart,208.107,208.412,7.222784973,DET,8,4,2,3, my,208.107, heart,211.521
(S (FRAG (UH yes)) (NP (PRP i)) (VP (VBD said) (PP (TO to) (NP (DT the) (JJ little) (NN prince))))), yes-1), yes,1,prince,212.369,212.864,4.809579339,INTJ,8,3,2,3, yes,212.369, prince,214.398
(S (PP (IN whether) (NP (DT the) (NN house))) (NP (NP (DT the) (NNS stars)) (CC or) (NP (NP (DT the) (NN desert)) (SBAR (WHNP (WP what)) (S (VP (VBZ gives) (NP (PRP them)) (NP (NP (PRP$ their)) (NP (NN beauty)))))))) (VP (VBZ is) (NP (NN something) (JJ invisible)))), whether-1), whether,1,invisible,215.181,215.426,5.741110372,SCONJ,8,3,1,2, whether,215.181, invisible,220.673
(S (S (NP (PRP i)) (VP (VBP am) (ADJP (JJ glad)))) (NP (PRP he)) (VP (VBD said) (SBAR (IN that) (S (NP (PRP you)) (VP (VBP agree) (PP (IN with) (NP (NP (PRP$ my)) (NP (NN fox))))))))), i-1), i,1,fox,221.765,221.88,8.500758885,PRON,8,4,2,3, i,221.765, fox,224.784
(S (SBAR (IN as) (S (NP (DT the) (NP (JJ little) (NN prince))) (VP (VBD fell) (ADJP (RB asleep))))) (S (NP (PRP i)) (VP (VP (VP (VBD took) (NP (PRP him))) (PP (IN in) (NP (NP (PRP$ my)) (NP (NNS arms))))) (CC and) (VP (VP (VP (VBD set) (PRT (RP out))) (VBG walking)) (ADVP (RB again)))))), as-1), as,1,again,226.36,226.545,8.884250056,SCONJ,8,3,1,2, as,226.36, again,230.954
(S (NP (PRP i)) (VP (VBD felt) (VP (ADVP (RB deeply)) (VBN moved)))), i-1), i,1,moved,231.657,231.782,8.500758885,PRON,8,3,2,3, i,231.657, moved,233.141
(S (NP (PRP it)) (VP (VBD seemed) (PP (TO to) (NP (PRP me))) (SBAR (IN that) (S (NP (PRP i)) (VP (VBD was) (VP (VBG carrying) (NP (DT a) (ADJP (RB very) (JJ fragile)) (NN treasure)))))))), it-1), it,1,treasure,233.615,234.01,8.891153872,PRON,8,3,2,3, it,233.615, treasure,237.349
(S (NP (PRP it)) (ADVP (RB even)) (VP (VBD seemed) (PP (TO to) (NP (PRP me))) (SBAR (IN that) (S (NP (EX there)) (VP (VBD was) (ADVP (NN nothing)) (ADJP (RBR more) (JJ fragile) (PP (IN on) (NP (NN earth))))))))), it-1), it,1,earth,237.823,238.148,8.891153872,PRON,8,3,2,3, it,237.823, earth,241.582
(S (NP (PRP i)) (VP (VP (VBD looked) (PP (IN in) (NP (DT the) (NN moonlight)))) (PP (IN at) (NP (NP (NP (PRP$ his)) (NP (JJ pale) (NN forehead))) (NP (NP (PRP$ his)) (NP (JJ closed) (NNS eyes))) (NP (NP (NP (PRP$ his)) (NP (NP (NNS locks)) (PP (IN of) (NP (NN hair))))) (SBAR (WHNP (WDT that)) (VP (VBN trembled) (PP (IN in) (NP (DT the) (NN wind)))))))))), i-1), i,1,wind,242.784,242.929,8.500758885,PRON,8,3,2,3, i,242.784, wind,249.596
(S (CC and) (NP (PRP i)) (VP (VBD said) (PP (TO to) (NP (PRP myself))) (SBAR (WHNP (WP what)) (S (NP (PRP i)) (VP (VBP see) (SBAR (S (NP (RB here)) (VP (VBZ is) (ADVP (RB only)) (NP (DT a) (NN shell)))))))))), and-1), and,1,shell,250.095,250.25,10.26304833,CCONJ,8,2,1,2, and,250.095, shell,254.088
(S (NP (NP (DT that)) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (ADJP (RBS most) (JJ important)))))) (VP (VBZ is) (ADJP (JJ invisible)))), that-1), that,1,invisible,254.701,254.816,9.223256597,DET,8,4,2,3, that,254.701, invisible,256.986
(S (SBAR (IN as) (S (NP (NP (PRP$ his)) (NP (ADJP (RB slightly) (JJ parted)) (NP (NN lips)))) (VP (VP (VBD gave) (NP (NN way))) (PP (TO to) (NP (DT a) (NP (NN half) (NN smile))))))) (S (NP (PRP i)) (VP (VBD continued) (SBAR (WHDP (WHNP (WP what) (SBAR (S (NP (PRP i)) (VP (VBP find) (ADJP (ADVP (RB so)) (ADJP (ADVP (RB deeply)) (ADJP (JJ moving)))))))) (PP (IN about) (NP (DT this) (NP (ADJP (JJ little)) (ADJP (VBG sleeping)) (NP (NN prince)))))) (VP (VBZ is) (NP (NP (NP (PRP$ his)) (NP (NN devotion))) (PP (TO to) (NP (DT a) (NN flower))))))))), as-1), as,1,flower,258.208,258.373,8.884250056,SCONJ,8,3,1,2, as,258.208, flower,269.097
(S (S (NP (PRP it)) (VP (VBZ is) (NP (NP (NP (DT the) (NN image)) (PP (IN of) (NP (DT a) (NP (NN rose))))) (SBAR (WHNP (WDT that)) (S (VP (VP (VBZ shines) (PP (IN in) (NP (PRP him)))) (PP (IN like) (NP (NP (DT the) (NN flame)) (PP (IN of) (NP (DT a) (NN lamp))))))))))) (SBAR (ADVP (RB even)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ is) (VP (VBG sleeping))))))), it-1), it,1,sleeping,269.94,270.085,8.891153872,PRON,8,4,2,3, it,269.94, sleeping,275.043
(S (CC and) (NP (PRP i)) (VP (VBD came) (S (VP (TO to) (VP (VB think) (PP (IN of) (NP (PRP him))) (SBAR (IN as) (RB even) (S (ADJP (RBR more) (JJ fragile))))))))), and-1), and,1,fragile,275.961,276.126,10.26304833,CCONJ,8,2,1,2, and,275.961, fragile,278.626
(S (NP (PRP one)) (VP (VBZ has) (S (VP (TO to) (VP (VB look) (PP (IN after) (NP (NNS lamps)))))))), one-1), one,1,lamps,279.953,280.108,7.908681234,NUM,8,3,2,3, one,279.953, lamps,281.747
(S (NP (NP (DT a) (NN gust)) (PP (IN of) (NP (NN wind)))) (VP (MD can) (VP (VB put) (NP (PRP them)) (PRT (RP out))))), a-1), a,1,out,282.116,282.171,9.872203262,DET,8,4,1,2, a,282.116, out,283.995
(S (CC and) (S (VP (VBG continuing) (S (VP (TO to) (VP (VB walk)))))) (NP (PRP i)) (VP (VBD found) (NP (DT the) (NN well)) (PP (IN at) (NP (NN daybreak))))), and-1), and,1,daybreak,284.779,284.964,10.26304833,CCONJ,8,2,1,2, and,284.779, daybreak,288.452
(S (S (NP (NP (NNS men)) (VP (VBD said) (NP (DT the) (JJ little) (NN prince)))) (VP (VBP stuff) (NP (PRP themselves)) (PP (IN into) (NP (JJ express) (NNS trains))))) (CC but) (S (NP (PRP they)) (VP (VBP do) (RB not) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP are) (VP (VBG looking) (PP (IN for)))))))))), men-1), men,1,for,289.676,290.156,6.354230901,NOUN,8,5,2,3, men,289.676, for,296.232
(S (S (S (IN so) (NP (PRP they)) (VP (VP (VBP rush) (PRT (RP about))) (CC and) (VP (VBP go) (PP (IN in) (NP (NNS circles)))))) (CC and) (S (NP (PRP he)) (VP (VBD added)))) (NP (PRP it)) (VP (VBZ is) (RB not) (ADJP (JJ worth) (NP (PRP it))))), so-1), so,1,it,296.541,296.736,7.514636259,ADV,8,4,1,2, so,296.541, it,301.787
(S (NP (NP (DT the) (NN well)) (SBAR (S (NP (PRP we)) (VP (VBD had) (VP (VBN reached)))))) (VP (VBD was) (RB not) (PP (IN like) (NP (NP (DT the) (JJ other) (NNS wells)) (PP (IN of) (NP (DT the) (NN sahara))))))), the-1), the,1,sahara,303.369,303.524,11.11580048,DET,8,4,1,2, the,303.369, sahara,306.728
(S (NP (NP (DT the) (NNS wells)) (PP (IN of) (NP (DT the) (NN sahara)))) (VP (VBP are) (NP (NP (JJ mere) (NNS holes)) (SBAR (S (VP (VBD dug) (PP (IN in) (NP (DT the) (NN sand))))))))), the-1), the,1,sand,307.476,307.561,11.11580048,DET,8,4,1,2, the,307.476, sand,310.96
(S (S (NP (DT this) (NN one)) (VP (VBD looked) (PP (IN like) (NP (DT a) (NN village))) (ADVP (RB well)))) (CC but) (S (NP (EX there)) (VP (VBD was) (NP (DT no) (NN village)) (ADVP (RB there)))) (CC and) (S (NP (PRP i)) (VP (VBD thought) (SBAR (S (NP (PRP i)) (VP (VBD was) (VP (VBG dreaming)))))))), this-1), this,1,dreaming,311.305,311.86,8.485516749,DET,8,4,1,2, this,311.305, dreaming,317.185
(S (S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ strange)))) (NP (PRP i)) (VP (VBD said) (PP (TO to) (NP (DT the) (JJ little) (NN prince))))), it-1), it,1,prince,318.158,318.283,8.891153872,PRON,8,4,2,3, it,318.158, prince,320.482
(S (NP (NN everything)) (VP (VBZ has) (VP (VBN been) (ADJP (VBN prepared)) (S (NP (DT the) (NN pulley)) (NP (NP (DT the) (NN bucket)) (CC and) (NP (DT the) (NN rope))))))), everything-1), everything,1,rope,320.896,321.351,4.84316294,PRON,8,3,2,3, everything,320.896, rope,324.349
(S (NP (PRP he)) (VP (VP (VBD laughed)) (VP (VBD took) (NP (DT the) (NN rope))) (CC and) (VP (VBD put) (NP (DT the) (NN pulley)) (S (VP (TO to) (VP (VB work))))))), he-1), he,1,work,324.843,325.058,8.557202055,PRON,8,3,2,3, he,324.843, work,328.18
(S (CC and) (NP (DT the) (NN pulley)) (VP (VBD moaned) (PP (IN like) (NP (DT an) (JJ old) (NN weathervane))) (SBAR (WHADVP (WRB when)) (S (NP (EX there)) (VP (VBZ has) (ADVP (RB long)) (VP (VBN been) (NP (DT no) (NN wind)))))))), and-1), and,1,wind,328.748,329.063,10.26304833,CCONJ,8,2,1,2, and,328.748, wind,333.337
(S (S (MD can) (NP (PRP you)) (VP (VB hear) (NP (DT that)))) (VP (VBD said)) (NP (DT the) (JJ little) (NN prince))), can-1), can,1,prince,334.165,334.3,7.653732073,VERB,8,3,1,2, can,334.165, prince,336.369
(S (S (NP (PRP we)) (VP (VBP have) (VP (VBN woken) (PRT (RP up)) (NP (DT the) (NN well))))) (CC and) (S (NP (PRP it)) (VP (VBZ is) (VP (VBG singing))))), we-1), we,1,singing,336.658,337.003,7.865072784,PRON,8,4,2,3, we,336.658, singing,338.887
(S (NP (PRP i)) (VP (VBD did) (RB not) (VP (VB want) (S (NP (PRP him)) (VP (TO to) (VP (VB tire) (NP (PRP himself)) (PRT (RP out)))))))), i-1), i,1,out,339.73,339.875,8.500758885,PRON,8,3,2,3, i,339.73, out,341.76
(S (S (VP (VB let) (SBAR (S (NP (PRP me)) (VP (VBP do) (NP (PRP it))))))) (NP (PRP i)) (VP (VBD said))), let-1), let,1,said,342.293,342.449,5.680616197,VERB,8,4,1,2, let,342.293, said,343.638
(S (NP (PRP it)) (VP (VBZ is) (ADJP (RB too) (JJ heavy) (PP (IN for) (NP (PRP you)))))), it-1), it,1,you,343.962,344.057,8.891153872,PRON,8,3,2,3, it,343.962, you,344.952
(S (NP (PRP i)) (VP (VP (VBD hoisted) (ADVP (NP (DT the) (NN bucket)) (RB slowly)) (PP (TO to) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (DT the) (NN well)))))) (CC and) (VP (VBD set) (S (NP (PRP it)) (ADJP (RB down) (JJ good) (CC and) (JJ level)))))), i-1), i,1,level,345.974,346.169,8.500758885,PRON,8,3,2,3, i,345.974, level,350.673
(S (NP (NP (DT the) (NN song)) (PP (IN of) (NP (DT the) (NN pulley)))) (VP (VBD continued) (PP (PP (IN in) (NP (NP (PRP$ my)) (NP (NNS ears)))) (CC and) (PP (IN in) (NP (NP (DT the) (ADJP (RB still) (JJ trembling)) (NN water)) (SBAR (S (NP (PRP i)) (VP (MD could) (VP (VB see) (NP (DT the) (NN sunlight) (NN shimmer))))))))))), the-1), the,1,shimmer,351.276,351.341,11.11580048,DET,8,4,1,2, the,351.276, shimmer,358.064
(S (S (NP (PRP i)) (VP (VBP am) (VP (VBG thirsty) (PP (IN for) (NP (DT this) (NN water)))))) (VP (VBD said)) (NP (DT the) (JJ little) (NN prince))), i-1), i,1,prince,359.041,359.136,8.500758885,PRON,8,4,2,3, i,359.041, prince,361.67
(S (VP (VB give) (NP (PRP me)) (NP (NP (DT some)) (PP (TO to) (NP (NN drink)))))), give-1), give,1,drink,362.189,362.324,5.855616187,VERB,8,3,1,2, give,362.189, drink,363.259
(S (CC and) (NP (PRP i)) (VP (VBD knew) (ADVP (RB then)) (SBAR (WHNP (WP what)) (S (NP (PRP he)) (VP (VBD had) (VP (VBN been) (VP (VBG looking) (PP (IN for))))))))), and-1), and,1,for,364.221,364.406,10.26304833,CCONJ,8,2,1,2, and,364.221, for,366.441
(S (NP (PRP i)) (VP (VBD raised) (NP (DT the) (NN bucket)) (PP (TO to) (NP (NP (PRP$ his)) (NP (NNS lips)))))), i-1), i,1,lips,367.134,367.509,8.500758885,PRON,8,3,2,3, i,367.134, lips,369.193
(S (NP (PRP he)) (VP (VBD drank))), he-1), he,1,drank,369.537,369.632,8.557202055,PRON,8,3,2,3, he,369.537, drank,370.312
(S (NP (NP (PRP$ his)) (NP (NNS eyes))) (VP (VBD closed))), his-1), his,1,closed,370.312,370.532,8.42777164,DET,8,4,2,3, his,370.312, closed,371.661
(S (NP (PRP it)) (VP (VBD was) (ADJP (RB as) (JJ sweet)) (PP (IN as) (NP (DT some) (JJ special) (NN festival) (NN treat))))), it-1), it,1,treat,372.015,372.36,8.891153872,PRON,8,3,2,3, it,372.015, treat,375.134
(S (NP (DT this) (NN water)) (VP (VBD was) (NP (NP (NN something)) (ADJP (RB very) (JJ different))) (PP (IN from) (NP (JJ ordinary) (NN nourishment))))), this-1), this,1,nourishment,376.007,376.322,8.485516749,DET,8,3,1,2, this,376.007, nourishment,379.806
(S (NP (PRP it)) (VP (VBD was) (VP (VBN born) (PP (IN of) (NP (DT the) (NN walk))) (PP (IN under) (NP (NP (NP (DT the) (NNS stars)) (PP (IN of) (NP (NP (DT the) (NN song)) (PP (IN of) (NP (DT the) (NN pulley)))))) (PP (IN of) (NP (NP (DT the) (NN effort)) (PP (IN of) (NP (NP (PRP$ my)) (NP (NNS arms))))))))))), it-1), it,1,arms,380.3,380.425,8.891153872,PRON,8,3,2,3, it,380.3, arms,385.787
(S (NP (PRP it)) (VP (VBD was) (ADJP (JJ good) (PP (IN for) (NP (NP (DT the) (NN heart)) (PP (IN like) (NP (DT a) (NN present)))))))), it-1), it,1,present,386.331,386.466,8.891153872,PRON,8,3,2,3, it,386.331, present,388.734
(S (SBAR (WHADVP (WRB when)) (S (NP (PRP i)) (VP (VBD was) (NP (NP (NP (DT a) (JJ little) (NN boy)) (NP (NP (DT the) (NNS lights)) (PP (IN of) (NP (DT the) (JJ christmas) (NN tree))))) (NP (NP (DT the) (NN music)) (PP (IN of) (NP (DT the) (NN midnight) (NN mass)))))))) (NP (NP (DT the) (NN tenderness)) (PP (IN in) (NP (DT the) (NN smiles)))) (VP (VBD produced) (PP (IN in) (NP (DT a) (JJ similar) (NN way))) (NP (NP (DT the) (NN radiance)) (PP (IN of) (NP (NP (DT the) (NN gift)) (SBAR (IN that) (S (NP (PRP i)) (VP (VBD received))))))))), when-1), when,1,received,389.548,389.913,7.562213605,ADV,8,4,2,3, when,389.548, received,401.231
(S (NP (NP (DT the) (NNS men)) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP live))))) (S (VP (VBD said)) (NP (DT the) (NP (JJ little) (NN prince)))) (S (S (VP (VB grow) (NP (NP (QP (CD five) (CD thousand)) (NNS roses)) (PP (IN in) (NP (DT a) (NP (JJ single) (NN garden))))))) (S (CC and) (S (NP (PRP they)) (VP (VBP do) (RB not) (VP (VB find) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP are) (VP (VBG looking) (PP (IN for) (PP (IN in) (NP (PRP it)))))))))))))), the-1), the,1,it,402.453,402.608,11.11580048,DET,8,4,1,2, the,402.453, it,411.064
(S (S (NP (PRP they)) (VP (VBP do) (RB not) (VP (VB find) (NP (PRP it))))) (NP (PRP i)) (VP (VBD replied))), they-1), they,1,replied,411.782,411.917,8.044690442,PRON,8,4,2,3, they,411.782, replied,413.611
(FRAG (CC and) (ADVP (ADVP (RB yet)) (SBAR (WHDP (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP are) (VP (VBG looking) (PRT (RP for)))))) (VP (MD could) (VP (VB be) (VP (VBN found) (PP (PP (IN in) (NP (DT a) (NP (JJ single) (NN rose)))) (CC or) (PP (IN in) (NP (DT a) (NP (JJ little) (NN water))))))))))), and-1), and,1,water,414.199,414.664,10.26304833,CCONJ,8,2,1,2, and,414.199, water,419.686
(S (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (ADJP (JJ true))))) (NP (PRP i)) (VP (VBD said))), that-1), that,1,said,420.525,420.69,9.223256597,DET,8,4,2,3, that,420.525, said,421.934
(S (S (CC and) (NP (DT the) (JJ little) (NN prince)) (VP (VBD added))) (CC but) (S (NP (DT the) (NNS eyes)) (VP (VBP are) (ADJP (JJ blind))))), and-1), and,1,blind,422.762,422.967,10.26304833,CCONJ,8,3,1,2, and,422.762, blind,426.005
(S (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB search) (PP (IN with) (NP (DT the) (NN heart)))))))), you-1), you,1,heart,426.289,426.404,7.992843191,PRON,8,3,2,3, you,426.289, heart,427.923
(S (NP (PRP i)) (VP (VBD had) (NP (JJ drunk) (DT the) (NN water)))), i-1), i,1,water,429.29,429.355,8.500758885,PRON,8,3,2,3, i,429.29, water,430.44
(S (NP (PRP i)) (VP (VBD breathed) (ADVP (RB easily)))), i-1), i,1,easily,430.968,431.073,8.500758885,PRON,8,3,2,3, i,430.968, easily,432.068
(S (NP (NP (DT the) (NN sand)) (PP (IN at) (NP (NN sunrise)))) (VP (VBZ is) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN honey)))))), the-1), the,1,honey,432.717,432.992,11.11580048,DET,8,4,1,2, the,432.717, honey,435.281
(S (NP (DT this) (NN honey) (NN color)) (VP (VBD was) (ADVP (RB also)) (VP (VBG making) (S (NP (PRP me)) (VP (VB feel) (ADJP (JJ good))))))), this-1), this,1,good,435.82,436.435,8.485516749,DET,8,3,1,2, this,435.82, good,438.949
(S (WHADVP (WRB why) (NP (RB then))) (S (VBD did) (NP (PRP i)) (VP (VB have) (S (VP (TO to) (VP (VB have) (NP (NP (DT this) (NN sense)) (PP (IN of) (NP (FRAG (NN grief))))))))))), why-1), why,1,grief,439.767,440.152,5.677506943,ADV,8,3,1,2, why,439.767, grief,442.676
(S (S (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB keep) (NP (NP (PRP$ your)) (NP (NN promise)))))))) (VP (VBD said)) (NP (NP (DT the) (JJ little) (NN prince) (NN softly)) (SBAR (WHNP (WP who)) (S (VP (VBD had) (ADVP (RB again)) (VP (VBN sat) (PRT (RP down)) (PP (IN beside) (NP (PRP me))))))))), you-1), you,1,me,443.828,443.923,7.992843191,PRON,8,4,2,3, you,443.828, me,449.56
(S (NP (WDT what)) (VP (VBP promise))), what-1), what,1,promise,450.688,450.933,7.344589847,DET,8,3,2,3, what,450.688, promise,451.438
(S (NP (PRP you)) (VP (VBP know) (NP (DT a) (NN muzzle)) (PP (IN for) (NP (NP (PRP$ my)) (NP (NN sheep)))))), you-1), you,1,sheep,452.051,452.236,7.992843191,PRON,8,3,2,3, you,452.051, sheep,454.235
(S (NP (PRP i)) (VP (VBP am) (ADJP (JJ responsible) (PP (IN for) (NP (DT this) (NN flower)))))), i-1), i,1,flower,455.038,455.123,8.500758885,PRON,8,3,2,3, i,455.038, flower,456.757
(S (NP (PRP i)) (VP (VBD took) (NP (NP (PRP$ my)) (NP (NNS sketches))) (PRT (RP out)) (PP (IN of) (NP (NP (PRP$ my)) (NP (NN pocket)))))), i-1), i,1,pocket,458.129,458.264,8.500758885,PRON,8,3,2,3, i,458.129, pocket,460.223
(S (NP (DT the) (JJ little) (NN prince)) (VP (VP (VBD saw) (NP (PRP them))) (CC and) (VP (VBD laughed) (S (SBAR (IN as) (S (NP (PRP he)) (VP (VBD said)))) (NP (NP (PRP$ your)) (NP (NNS baobabs))) (NP (PRP they)) (VP (VBP look) (NP (NP (DT a) (NN bit)) (PP (IN like) (NP (NNS cabbages))))))))), the-1), the,1,cabbages,460.687,460.782,11.11580048,DET,8,3,1,2, the,460.687, cabbages,466.823
(S (FRAG (UH oh)) (NP (NNP and) (NNP i)) (VP (VBD had) (VP (VBN been) (ADJP (RB so) (JJ proud)) (PP (IN of) (NP (NP (PRP$ my)) (NP (NNS baobabs))))))), oh-1), oh,1,baobabs,467.477,467.862,4.395251302,INTJ,8,3,2,3, oh,467.477, baobabs,470.719
(NP (NP (NP (PRP$ your)) (NP (NN fox))) (NP (NP (PRP$ his)) (NP (NNS ears))) (S (S (NP (PRP they)) (VP (VBP look) (PP (NP (DT a) (NN bit)) (PP (IN like) (NP (NNS horns)))))) (S (CC and) (S (NP (PRP they)) (VP (VBP are) (ADJP (RB too) (JJ long))))))), your-1), your,1,long,471.542,471.757,6.857019724,DET,8,4,2,3, your,471.542, long,476.285
(S (CC and) (ADVP (RB then)) (NP (PRP he)) (VP (VBD laughed) (ADVP (RB again)))), and-1), and,1,again,476.918,477.073,10.26304833,CCONJ,8,2,1,2, and,476.918, again,478.203
(S (S (NP (PRP you)) (VP (VBP are) (RB not) (VP (VBG being) (ADJP (JJ fair))))) (FRAG (NP (NP (PRP$ my)) (NP (JJ little) (NN fellow))))), you-1), you,1,fellow,478.931,479.056,7.992843191,PRON,8,4,2,3, you,478.931, fellow,480.766
(S (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB draw) (NP (NN anything)) (PP (IN except) (NP (NP (NN boa) (NNS constrictors)) (ADJP (JJ closed) (CC and) (JJ open))))))))))), i-1), i,1,open,481.17,481.535,8.500758885,PRON,8,3,2,3, i,481.17, open,485.518
(S (S (FRAG (UH oh)) (NP (PRP it)) (VP (MD will) (VP (VB be) (VP (VBN ok))))) (NP (PRP he)) (VP (VBD said))), oh-1), oh,1,said,486.441,486.656,4.395251302,INTJ,8,4,2,3, oh,486.441, said,488.34
(S (NP (NNS children)) (VP (VBP understand))), children-1), children,1,understand,488.649,489.024,6.055190238,NOUN,8,3,2,3, children,488.649, understand,489.784
(S (IN so) (NP (PRP i)) (VP (VBD made) (SBAR (S (NP (NP (DT a) (NN pencil) (NN sketch)) (PP (IN of) (NP (NP (DT a) (NN muzzle)) (CC and) (NP (PRP i))))) (VP (VBD felt) (NP (DT a) (NN pang)) (PP (IN in) (NP (NP (PRP$ my)) (NP (NN heart)))) (SBAR (IN as) (S (NP (PRP i)) (VP (VBD gave) (NP (PRP it)) (PP (TO to) (NP (PRP him))))))))))), so-1), so,1,him,490.881,491.096,7.514636259,ADV,8,2,1,2, so,490.881, him,496.344
(S (NP (PRP you)) (VP (VBP have) (VP (VBZ plans) (SBAR (IN that) (S (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB know) (PRT (RP about))))))))), you-1), you,1,about,497.361,497.466,7.992843191,PRON,8,3,2,3, you,497.361, about,499.281
(S (CC but) (NP (PRP he)) (VP (VBD did) (RB not) (VP (VB respond)))), but-1), but,1,respond,500.184,500.299,8.17055344,CCONJ,8,2,1,2, but,500.184, respond,501.353
(S (S (NP (PRP he)) (VP (VBD said) (PP (TO to) (NP (PRP me))))) (S (FRAG (NP (PRP you)) (VP (VBP know))) (S (NP (NP (NP (PRP$ my)) (NP (NN descent))) (PP (TO to) (NP (NN earth)))) (S (NP (NN tomorrow)) (VP (MD will) (VP (VB be) (NP (NP (PRP$ its)) (NP (NN anniversary))))))))), he-1), he,1,anniversary,501.907,501.972,8.557202055,PRON,8,4,2,3, he,501.907, anniversary,508.156
(S (RB then) (PP (IN after) (NP (DT a) (NN silence))) (NP (PRP he)) (VP (VBD went) (PRT (RP on)))), then-1), then,1,on,509.358,509.543,7.007600614,ADV,8,2,1,2, then,509.358, on,511.343
(S (NP (PRP i)) (VP (VBD came) (PRT (RP down)) (ADJP (RB very) (JJ near)) (ADVP (RB here)))), i-1), i,1,here,512.231,512.286,8.500758885,PRON,8,3,2,3, i,512.231, here,513.966
(S (CC and) (NP (PRP he)) (VP (VBD blushed))), and-1), and,1,blushed,514.784,514.909,10.26304833,CCONJ,8,2,1,2, and,514.784, blushed,515.564
(FRAG (CC and) (ADVP (ADVP (ADVP (RB once) (RB again)) (PP (IN without) (NP (NN understanding)))) (SBAR (WHADVP (WRB why)) (S (NP (PRP i)) (VP (VBD felt) (SBAR (S (NP (NP (DT a) (JJ peculiar) (NN sense)) (PP (IN of) (NP (NN sorrow) (CD one) (NN question)))) (VP (VBD occurred) (PP (TO to) (NP (PRP me))) (ADVP (RB however)))))))))), and-1), and,1,however,516.646,516.801,10.26304833,CCONJ,8,2,1,2, and,516.646, however,524.767
(S (IN so) (NP (PRP it)) (VP (VBD was) (RB not) (PP (IN by) (NP (NN chance))) (SBAR (IN that) (S (NP (DT the) (NN morning) (NN i)) (ADVP (RB first)) (VP (VBD met) (NP (PRP you)) (ADVP (NP (DT a) (NN week)) (RB ago))))))), so-1), so,1,ago,525.58,525.935,7.514636259,ADV,8,2,1,2, so,525.58, ago,529.869
(S (NP (PRP you)) (VP (VBD were) (ADVP (RB out)) (VP (VBG walking) (PP (IN like) (NP (DT that))) (ADVP (DT all) (RB alone)) (PP (NP (QP (DT a) (CD thousand)) (NNS miles)) (IN from) (NP (DT any) (JJ inhabited) (NN region)))))), you-1), you,1,region,530.298,530.403,7.992843191,PRON,8,3,2,3, you,530.298, region,535.556
(S (NP (PRP you)) (VP (VBD were) (VP (VBG going) (PRT (RP back)) (PP (TO to) (NP (DT the) (NN place))) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBD landed))))))), you-1), you,1,landed,536.284,536.399,7.992843191,PRON,8,3,2,3, you,536.284, landed,538.448
